station,time,temperature,temperature_qc,depth
,UTC,celsius,1,m
B01,2019-01-01T00:00:00Z,6.3534,0,20.0
B01,2019-01-01T00:30:00Z,6.3571,0,20.0
B01,2019-01-01T01:00:00Z,6.3475,0,20.0
B01,2019-01-01T01:30:00Z,6.3659,0,20.0
B01,2019-01-01T02:00:00Z,6.1336,0,20.0
B01,2019-01-01T02:30:00Z,6.246,0,20.0
B01,2019-01-01T03:00:00Z,6.1234,0,20.0
B01,2019-01-01T03:30:00Z,6.3388,0,20.0
B01,2019-01-01T04:00:00Z,6.1732,0,20.0
B01,2019-01-01T04:30:00Z,6.1165,0,20.0
B01,2019-01-01T05:00:00Z,6.1075,0,20.0
B01,2019-01-01T05:30:00Z,6.1067,0,20.0
B01,2019-01-01T06:00:00Z,6.1683,0,20.0
B01,2019-01-01T06:30:00Z,6.1601,0,20.0
B01,2019-01-01T07:00:00Z,6.1243,0,20.0
B01,2019-01-01T07:30:00Z,6.2413,0,20.0
B01,2019-01-01T08:00:00Z,6.18,0,20.0
B01,2019-01-01T08:30:00Z,6.2149,0,20.0
B01,2019-01-01T09:00:00Z,6.2155,0,20.0
B01,2019-01-01T09:30:00Z,6.2472,0,20.0
B01,2019-01-01T10:00:00Z,6.2309,0,20.0
B01,2019-01-01T10:30:00Z,6.2302,0,20.0
B01,2019-01-01T11:00:00Z,6.2435,0,20.0
B01,2019-01-01T11:30:00Z,6.2684,0,20.0
B01,2019-01-01T12:00:00Z,6.2672,0,20.0
B01,2019-01-01T12:30:00Z,6.2761,0,20.0
B01,2019-01-01T13:00:00Z,6.2808,0,20.0
B01,2019-01-01T13:30:00Z,6.2899,0,20.0
B01,2019-01-01T14:00:00Z,6.2899,0,20.0
B01,2019-01-01T14:30:00Z,6.2968,0,20.0
B01,2019-01-01T15:00:00Z,6.3008,0,20.0
B01,2019-01-01T15:30:00Z,6.3964,0,20.0
B01,2019-01-01T16:00:00Z,6.3578,0,20.0
B01,2019-01-01T16:30:00Z,6.3981,0,20.0
B01,2019-01-01T17:00:00Z,6.5573,0,20.0
B01,2019-01-01T17:30:00Z,6.5413,0,20.0
B01,2019-01-01T18:00:00Z,6.5296,0,20.0
B01,2019-01-01T18:30:00Z,6.517,0,20.0
B01,2019-01-01T19:00:00Z,6.5189,0,20.0
B01,2019-01-01T19:30:00Z,6.5199,0,20.0
B01,2019-01-01T20:00:00Z,6.5422,0,20.0
B01,2019-01-01T20:30:00Z,6.4908,0,20.0
B01,2019-01-01T21:00:00Z,6.5434,0,20.0
B01,2019-01-01T21:30:00Z,6.5397,0,20.0
B01,2019-01-01T22:00:00Z,6.6038,0,20.0
B01,2019-01-01T22:30:00Z,6.5575,0,20.0
B01,2019-01-01T23:00:00Z,6.5207,0,20.0
B01,2019-01-01T23:30:00Z,6.5302,0,20.0
B01,2019-01-02T00:00:00Z,6.5093,0,20.0
B01,2019-01-02T00:30:00Z,6.5096,0,20.0
B01,2019-01-02T01:00:00Z,6.5133,0,20.0
B01,2019-01-02T01:30:00Z,6.4806,0,20.0
B01,2019-01-02T02:00:00Z,6.5234,0,20.0
B01,2019-01-02T02:30:00Z,6.526,0,20.0
B01,2019-01-02T03:00:00Z,6.5218,0,20.0
B01,2019-01-02T03:30:00Z,6.5236,0,20.0
B01,2019-01-02T04:00:00Z,6.5473,0,20.0
B01,2019-01-02T04:30:00Z,6.5226,0,20.0
B01,2019-01-02T05:00:00Z,6.493,0,20.0
B01,2019-01-02T05:30:00Z,6.4875,0,20.0
B01,2019-01-02T06:00:00Z,6.5119,0,20.0
B01,2019-01-02T06:30:00Z,6.5144,0,20.0
B01,2019-01-02T07:00:00Z,6.4883,0,20.0
B01,2019-01-02T07:30:00Z,6.4628,0,20.0
B01,2019-01-02T08:00:00Z,6.5279,0,20.0
B01,2019-01-02T08:30:00Z,6.5077,0,20.0
B01,2019-01-02T09:00:00Z,6.5146,0,20.0
B01,2019-01-02T09:30:00Z,6.5233,0,20.0
B01,2019-01-02T10:00:00Z,6.5176,0,20.0
B01,2019-01-02T10:30:00Z,6.4841,0,20.0
B01,2019-01-02T11:00:00Z,6.4972,0,20.0
B01,2019-01-02T11:30:00Z,6.498,0,20.0
B01,2019-01-02T12:00:00Z,6.5118,0,20.0
B01,2019-01-02T12:30:00Z,6.4957,0,20.0
B01,2019-01-02T13:00:00Z,6.4989,0,20.0
B01,2019-01-02T13:30:00Z,6.4988,0,20.0
B01,2019-01-02T14:00:00Z,6.4931,0,20.0
B01,2019-01-02T14:30:00Z,6.4995,0,20.0
B01,2019-01-02T15:00:00Z,6.5206,0,20.0
B01,2019-01-02T15:30:00Z,6.4789,0,20.0
B01,2019-01-02T16:00:00Z,6.499,0,20.0
B01,2019-01-02T16:30:00Z,6.4842,0,20.0
B01,2019-01-02T17:00:00Z,6.4856,0,20.0
B01,2019-01-02T17:30:00Z,6.4819,0,20.0
B01,2019-01-02T18:00:00Z,6.4741,0,20.0
B01,2019-01-02T18:30:00Z,6.4815,0,20.0
B01,2019-01-02T19:00:00Z,6.4898,0,20.0
B01,2019-01-02T19:30:00Z,6.4838,0,20.0
B01,2019-01-02T20:00:00Z,6.4773,0,20.0
B01,2019-01-02T20:30:00Z,6.4789,0,20.0
B01,2019-01-02T21:00:00Z,6.4811,0,20.0
B01,2019-01-02T21:30:00Z,6.4905,0,20.0
B01,2019-01-02T22:00:00Z,6.4813,0,20.0
B01,2019-01-02T22:30:00Z,6.4715,0,20.0
B01,2019-01-02T23:00:00Z,6.4697,0,20.0
B01,2019-01-02T23:30:00Z,6.4669,0,20.0
B01,2019-01-03T00:00:00Z,6.4702,0,20.0
B01,2019-01-03T00:30:00Z,6.4831,0,20.0
B01,2019-01-03T01:00:00Z,6.5006,0,20.0
B01,2019-01-03T01:30:00Z,6.4893,0,20.0
B01,2019-01-03T02:00:00Z,6.5002,0,20.0
B01,2019-01-03T02:30:00Z,6.4997,0,20.0
B01,2019-01-03T03:00:00Z,6.4874,0,20.0
B01,2019-01-03T03:30:00Z,6.4803,0,20.0
B01,2019-01-03T04:00:00Z,6.456,0,20.0
B01,2019-01-03T04:30:00Z,6.4723,0,20.0
B01,2019-01-03T05:00:00Z,6.4597,0,20.0
B01,2019-01-03T05:30:00Z,6.4559,0,20.0
B01,2019-01-03T06:00:00Z,6.4615,0,20.0
B01,2019-01-03T06:30:00Z,6.4298,0,20.0
B01,2019-01-03T07:00:00Z,6.4265,0,20.0
B01,2019-01-03T07:30:00Z,6.4133,0,20.0
B01,2019-01-03T08:00:00Z,6.4453,0,20.0
B01,2019-01-03T08:30:00Z,6.426,0,20.0
B01,2019-01-03T09:00:00Z,6.4447,0,20.0
B01,2019-01-03T09:30:00Z,6.415,0,20.0
B01,2019-01-03T10:00:00Z,6.4197,0,20.0
B01,2019-01-03T10:30:00Z,6.437,0,20.0
B01,2019-01-03T11:00:00Z,6.4216,0,20.0
B01,2019-01-03T11:30:00Z,6.4173,0,20.0
B01,2019-01-03T12:00:00Z,6.4209,0,20.0
B01,2019-01-03T12:30:00Z,6.4147,0,20.0
B01,2019-01-03T13:00:00Z,6.4341,0,20.0
B01,2019-01-03T13:30:00Z,6.4331,0,20.0
B01,2019-01-03T14:00:00Z,6.4265,0,20.0
B01,2019-01-03T14:30:00Z,6.4211,0,20.0
B01,2019-01-03T15:00:00Z,6.4352,0,20.0
B01,2019-01-03T15:30:00Z,6.4287,0,20.0
B01,2019-01-03T16:00:00Z,6.4431,0,20.0
B01,2019-01-03T16:30:00Z,6.4417,0,20.0
B01,2019-01-03T17:00:00Z,6.4399,0,20.0
B01,2019-01-03T17:30:00Z,6.4405,0,20.0
B01,2019-01-03T18:00:00Z,6.4478,0,20.0
B01,2019-01-03T18:30:00Z,6.4514,0,20.0
B01,2019-01-03T19:00:00Z,6.4475,0,20.0
B01,2019-01-03T19:30:00Z,6.4532,0,20.0
B01,2019-01-03T20:00:00Z,6.458,0,20.0
B01,2019-01-03T20:30:00Z,6.4505,0,20.0
B01,2019-01-03T21:00:00Z,6.4456,0,20.0
B01,2019-01-03T21:30:00Z,6.4384,0,20.0
B01,2019-01-03T22:00:00Z,6.4363,0,20.0
B01,2019-01-03T22:30:00Z,6.4308,0,20.0
B01,2019-01-03T23:00:00Z,6.4544,0,20.0
B01,2019-01-03T23:30:00Z,6.4411,0,20.0
B01,2019-01-04T00:00:00Z,6.4321,0,20.0
B01,2019-01-04T00:30:00Z,6.4332,0,20.0
B01,2019-01-04T01:00:00Z,6.4109,0,20.0
B01,2019-01-04T01:30:00Z,6.4265,0,20.0
B01,2019-01-04T02:00:00Z,6.4259,0,20.0
B01,2019-01-04T02:30:00Z,6.4399,0,20.0
B01,2019-01-04T03:00:00Z,6.4209,0,20.0
B01,2019-01-04T03:30:00Z,6.4196,0,20.0
B01,2019-01-04T04:00:00Z,6.4283,0,20.0
B01,2019-01-04T04:30:00Z,6.4216,0,20.0
B01,2019-01-04T05:00:00Z,6.4136,0,20.0
B01,2019-01-04T05:30:00Z,6.4184,0,20.0
B01,2019-01-04T06:00:00Z,6.4068,0,20.0
B01,2019-01-04T06:30:00Z,6.4127,0,20.0
B01,2019-01-04T07:00:00Z,6.419,0,20.0
B01,2019-01-04T07:30:00Z,6.4071,0,20.0
B01,2019-01-04T08:00:00Z,6.4129,0,20.0
B01,2019-01-04T08:30:00Z,6.3856,0,20.0
B01,2019-01-04T09:00:00Z,6.4272,0,20.0
B01,2019-01-04T09:30:00Z,6.389,0,20.0
B01,2019-01-04T10:00:00Z,6.3908,0,20.0
B01,2019-01-04T10:30:00Z,6.3912,0,20.0
B01,2019-01-04T11:00:00Z,6.4138,0,20.0
B01,2019-01-04T11:30:00Z,6.3883,0,20.0
B01,2019-01-04T12:00:00Z,6.3863,0,20.0
B01,2019-01-04T12:30:00Z,6.39,0,20.0
B01,2019-01-04T13:00:00Z,6.3867,0,20.0
B01,2019-01-04T13:30:00Z,6.3894,0,20.0
B01,2019-01-04T14:00:00Z,6.3969,0,20.0
B01,2019-01-04T14:30:00Z,6.3964,0,20.0
B01,2019-01-04T15:00:00Z,6.398,0,20.0
B01,2019-01-04T15:30:00Z,6.4018,0,20.0
B01,2019-01-04T16:00:00Z,6.4053,0,20.0
B01,2019-01-04T16:30:00Z,6.4142,0,20.0
B01,2019-01-04T17:00:00Z,6.4195,0,20.0
B01,2019-01-04T17:30:00Z,6.4251,0,20.0
B01,2019-01-04T18:00:00Z,6.4236,0,20.0
B01,2019-01-04T18:30:00Z,6.4258,0,20.0
B01,2019-01-04T19:00:00Z,6.4346,0,20.0
B01,2019-01-04T19:30:00Z,6.4353,0,20.0
B01,2019-01-04T20:00:00Z,6.4433,0,20.0
B01,2019-01-04T20:30:00Z,6.4468,0,20.0
B01,2019-01-04T21:00:00Z,6.4554,0,20.0
B01,2019-01-04T21:30:00Z,6.4548,0,20.0
B01,2019-01-04T22:00:00Z,6.463,0,20.0
B01,2019-01-04T22:30:00Z,6.4604,0,20.0
B01,2019-01-04T23:00:00Z,6.4533,0,20.0
B01,2019-01-04T23:30:00Z,6.4592,0,20.0
B01,2019-01-05T00:00:00Z,6.4631,0,20.0
B01,2019-01-05T00:30:00Z,6.454,0,20.0
B01,2019-01-05T01:00:00Z,6.459,0,20.0
B01,2019-01-05T01:30:00Z,6.4535,0,20.0
B01,2019-01-05T02:00:00Z,6.4485,0,20.0
B01,2019-01-05T02:30:00Z,6.5312,0,20.0
B01,2019-01-05T03:00:00Z,6.4515,0,20.0
B01,2019-01-05T03:30:00Z,6.4644,0,20.0
B01,2019-01-05T04:00:00Z,6.5811,0,20.0
B01,2019-01-05T04:30:00Z,6.474,0,20.0
B01,2019-01-05T05:00:00Z,6.4306,0,20.0
B01,2019-01-05T05:30:00Z,6.4272,0,20.0
B01,2019-01-05T06:00:00Z,6.4533,0,20.0
B01,2019-01-05T06:30:00Z,6.4355,0,20.0
B01,2019-01-05T07:00:00Z,6.4382,0,20.0
B01,2019-01-05T07:30:00Z,6.4424,0,20.0
B01,2019-01-05T08:00:00Z,6.4527,0,20.0
B01,2019-01-05T08:30:00Z,6.4319,0,20.0
B01,2019-01-05T09:00:00Z,6.427,0,20.0
B01,2019-01-05T09:30:00Z,6.4871,0,20.0
B01,2019-01-05T10:00:00Z,6.5273,0,20.0
B01,2019-01-05T10:30:00Z,6.4578,0,20.0
B01,2019-01-05T11:00:00Z,6.4473,0,20.0
B01,2019-01-05T11:30:00Z,6.3992,0,20.0
B01,2019-01-05T12:00:00Z,6.4029,0,20.0
B01,2019-01-05T12:30:00Z,6.4087,0,20.0
B01,2019-01-05T13:00:00Z,6.4164,0,20.0
B01,2019-01-05T13:30:00Z,6.4211,0,20.0
B01,2019-01-05T14:00:00Z,6.4378,0,20.0
B01,2019-01-05T14:30:00Z,6.4274,0,20.0
B01,2019-01-05T15:00:00Z,6.4239,0,20.0
B01,2019-01-05T15:30:00Z,6.4047,0,20.0
B01,2019-01-05T16:00:00Z,6.4081,0,20.0
B01,2019-01-05T16:30:00Z,6.4111,0,20.0
B01,2019-01-05T17:00:00Z,6.4133,0,20.0
B01,2019-01-05T17:30:00Z,6.4197,0,20.0
B01,2019-01-05T18:00:00Z,6.4257,0,20.0
B01,2019-01-05T18:30:00Z,6.4358,0,20.0
B01,2019-01-05T19:00:00Z,6.4321,0,20.0
B01,2019-01-05T19:30:00Z,6.4262,0,20.0
B01,2019-01-05T20:00:00Z,6.4303,0,20.0
B01,2019-01-05T20:30:00Z,6.4338,0,20.0
B01,2019-01-05T21:00:00Z,6.43,0,20.0
B01,2019-01-05T21:30:00Z,6.435,0,20.0
B01,2019-01-05T22:00:00Z,6.4283,0,20.0
B01,2019-01-05T22:30:00Z,6.4326,0,20.0
B01,2019-01-05T23:00:00Z,6.4224,0,20.0
B01,2019-01-05T23:30:00Z,6.4199,0,20.0
B01,2019-01-06T00:00:00Z,6.4194,0,20.0
B01,2019-01-06T00:30:00Z,6.4171,0,20.0
B01,2019-01-06T01:00:00Z,6.4259,0,20.0
B01,2019-01-06T01:30:00Z,6.4162,0,20.0
B01,2019-01-06T02:00:00Z,6.428,0,20.0
B01,2019-01-06T02:30:00Z,6.4136,0,20.0
B01,2019-01-06T03:00:00Z,6.42,0,20.0
B01,2019-01-06T03:30:00Z,6.4201,0,20.0
B01,2019-01-06T04:00:00Z,6.4113,0,20.0
B01,2019-01-06T04:30:00Z,6.4112,0,20.0
B01,2019-01-06T05:00:00Z,6.4137,0,20.0
B01,2019-01-06T05:30:00Z,6.4334,0,20.0
B01,2019-01-06T06:00:00Z,6.3953,0,20.0
B01,2019-01-06T06:30:00Z,6.4182,0,20.0
B01,2019-01-06T07:00:00Z,6.4159,0,20.0
B01,2019-01-06T07:30:00Z,6.4122,0,20.0
B01,2019-01-06T08:00:00Z,6.3907,0,20.0
B01,2019-01-06T08:30:00Z,6.395,0,20.0
B01,2019-01-06T09:00:00Z,6.4182,0,20.0
B01,2019-01-06T09:30:00Z,6.3981,0,20.0
B01,2019-01-06T10:00:00Z,6.415,0,20.0
B01,2019-01-06T10:30:00Z,6.3903,0,20.0
B01,2019-01-06T11:00:00Z,6.394,0,20.0
B01,2019-01-06T11:30:00Z,6.4026,0,20.0
B01,2019-01-06T12:00:00Z,6.3892,0,20.0
B01,2019-01-06T12:30:00Z,6.39,0,20.0
B01,2019-01-06T13:00:00Z,6.3772,0,20.0
B01,2019-01-06T13:30:00Z,6.3717,0,20.0
B01,2019-01-06T14:00:00Z,6.3788,0,20.0
B01,2019-01-06T14:30:00Z,6.3766,0,20.0
B01,2019-01-06T15:00:00Z,6.3795,0,20.0
B01,2019-01-06T15:30:00Z,6.3868,0,20.0
B01,2019-01-06T16:00:00Z,6.3764,0,20.0
B01,2019-01-06T16:30:00Z,6.3932,0,20.0
B01,2019-01-06T17:00:00Z,6.3848,0,20.0
B01,2019-01-06T17:30:00Z,6.3525,0,20.0
B01,2019-01-06T18:00:00Z,6.3602,0,20.0
B01,2019-01-06T18:30:00Z,6.3489,0,20.0
B01,2019-01-06T19:00:00Z,6.3517,0,20.0
B01,2019-01-06T19:30:00Z,6.3638,0,20.0
B01,2019-01-06T20:00:00Z,6.3709,0,20.0
B01,2019-01-06T20:30:00Z,6.3409,0,20.0
B01,2019-01-06T21:00:00Z,6.3249,0,20.0
B01,2019-01-06T21:30:00Z,6.2886,0,20.0
B01,2019-01-06T22:00:00Z,6.2997,0,20.0
B01,2019-01-06T22:30:00Z,6.3069,0,20.0
B01,2019-01-06T23:00:00Z,6.3062,0,20.0
B01,2019-01-06T23:30:00Z,6.3346,0,20.0
B01,2019-01-07T00:00:00Z,6.3249,0,20.0
B01,2019-01-07T00:30:00Z,6.2812,0,20.0
B01,2019-01-07T01:00:00Z,6.2917,0,20.0
B01,2019-01-07T01:30:00Z,6.3203,0,20.0
B01,2019-01-07T02:00:00Z,6.355,0,20.0
B01,2019-01-07T02:30:00Z,6.4007,0,20.0
B01,2019-01-07T03:00:00Z,6.4176,0,20.0
B01,2019-01-07T03:30:00Z,6.3951,0,20.0
B01,2019-01-07T04:00:00Z,6.4387,0,20.0
B01,2019-01-07T04:30:00Z,6.4468,0,20.0
B01,2019-01-07T05:00:00Z,6.4521,0,20.0
B01,2019-01-07T05:30:00Z,6.4171,0,20.0
B01,2019-01-07T06:00:00Z,6.4242,0,20.0
B01,2019-01-07T06:30:00Z,6.3681,0,20.0
B01,2019-01-07T07:00:00Z,6.3475,0,20.0
B01,2019-01-07T07:30:00Z,6.3339,0,20.0
B01,2019-01-07T08:00:00Z,6.3773,0,20.0
B01,2019-01-07T08:30:00Z,6.3103,0,20.0
B01,2019-01-07T09:00:00Z,6.3523,0,20.0
B01,2019-01-07T09:30:00Z,6.2915,0,20.0
B01,2019-01-07T10:00:00Z,6.3205,0,20.0
B01,2019-01-07T10:30:00Z,6.3101,0,20.0
B01,2019-01-07T11:00:00Z,6.3233,0,20.0
B01,2019-01-07T11:30:00Z,6.2886,0,20.0
B01,2019-01-07T12:00:00Z,6.3482,0,20.0
B01,2019-01-07T12:30:00Z,6.1444,0,20.0
B01,2019-01-07T13:00:00Z,6.0858,0,20.0
B01,2019-01-07T13:30:00Z,6.0033,0,20.0
B01,2019-01-07T14:00:00Z,6.145,0,20.0
B01,2019-01-07T14:30:00Z,5.9381,0,20.0
B01,2019-01-07T15:00:00Z,6.2514,0,20.0
B01,2019-01-07T15:30:00Z,6.2956,0,20.0
B01,2019-01-07T16:00:00Z,6.0758,0,20.0
B01,2019-01-07T16:30:00Z,6.3103,0,20.0
B01,2019-01-07T17:00:00Z,5.8908,0,20.0
B01,2019-01-07T17:30:00Z,6.0386,0,20.0
B01,2019-01-07T18:00:00Z,6.0598,0,20.0
B01,2019-01-07T18:30:00Z,5.8462,0,20.0
B01,2019-01-07T19:00:00Z,5.7843,0,20.0
B01,2019-01-07T19:30:00Z,5.7626,0,20.0
B01,2019-01-07T20:00:00Z,5.7827,0,20.0
B01,2019-01-07T20:30:00Z,5.7435,0,20.0
B01,2019-01-07T21:00:00Z,5.8393,0,20.0
B01,2019-01-07T21:30:00Z,5.8112,0,20.0
B01,2019-01-07T22:00:00Z,5.9167,0,20.0
B01,2019-01-07T22:30:00Z,5.9783,0,20.0
B01,2019-01-07T23:00:00Z,5.9254,0,20.0
B01,2019-01-07T23:30:00Z,5.7344,0,20.0
B01,2019-01-08T00:00:00Z,5.7759,0,20.0
B01,2019-01-08T00:30:00Z,5.8246,0,20.0
B01,2019-01-08T01:00:00Z,5.8009,0,20.0
B01,2019-01-08T01:30:00Z,5.9294,0,20.0
B01,2019-01-08T02:00:00Z,5.9756,0,20.0
B01,2019-01-08T02:30:00Z,5.9157,0,20.0
B01,2019-01-08T03:00:00Z,5.9259,0,20.0
B01,2019-01-08T03:30:00Z,5.9289,0,20.0
B01,2019-01-08T04:00:00Z,5.9389,0,20.0
B01,2019-01-08T04:30:00Z,6.0422,0,20.0
B01,2019-01-08T05:00:00Z,6.0378,0,20.0
B01,2019-01-08T05:30:00Z,6.0413,0,20.0
B01,2019-01-08T06:00:00Z,6.0111,0,20.0
B01,2019-01-08T06:30:00Z,6.0464,0,20.0
B01,2019-01-08T07:00:00Z,6.0249,0,20.0
B01,2019-01-08T07:30:00Z,5.9931,0,20.0
B01,2019-01-08T08:00:00Z,5.9753,0,20.0
B01,2019-01-08T08:30:00Z,5.9243,0,20.0
B01,2019-01-08T09:00:00Z,5.9229,0,20.0
B01,2019-01-08T09:30:00Z,5.8686,0,20.0
B01,2019-01-08T10:00:00Z,5.5834,0,20.0
B01,2019-01-08T10:30:00Z,5.6068,0,20.0
B01,2019-01-08T11:00:00Z,5.5733,0,20.0
B01,2019-01-08T11:30:00Z,5.5476,0,20.0
B01,2019-01-08T12:00:00Z,5.5564,0,20.0
B01,2019-01-08T12:30:00Z,5.5531,0,20.0
B01,2019-01-08T13:00:00Z,5.6524,0,20.0
B01,2019-01-08T13:30:00Z,5.557,0,20.0
B01,2019-01-08T14:00:00Z,5.6039,0,20.0
B01,2019-01-08T14:30:00Z,5.5659,0,20.0
B01,2019-01-08T15:00:00Z,5.537,0,20.0
B01,2019-01-08T15:30:00Z,5.5241,0,20.0
B01,2019-01-08T16:00:00Z,5.5808,0,20.0
B01,2019-01-08T16:30:00Z,5.5617,0,20.0
B01,2019-01-08T17:00:00Z,5.5736,0,20.0
B01,2019-01-08T17:30:00Z,5.5654,0,20.0
B01,2019-01-08T18:00:00Z,5.6408,0,20.0
B01,2019-01-08T18:30:00Z,5.6691,0,20.0
B01,2019-01-08T19:00:00Z,5.6694,0,20.0
B01,2019-01-08T19:30:00Z,5.7112,0,20.0
B01,2019-01-08T20:00:00Z,5.76,0,20.0
B01,2019-01-08T20:30:00Z,5.7498,0,20.0
B01,2019-01-08T21:00:00Z,5.7165,0,20.0
B01,2019-01-08T21:30:00Z,5.8278,0,20.0
B01,2019-01-08T22:00:00Z,5.7374,0,20.0
B01,2019-01-08T22:30:00Z,5.7375,0,20.0
B01,2019-01-08T23:00:00Z,5.7878,0,20.0
B01,2019-01-08T23:30:00Z,5.7851,0,20.0
B01,2019-01-09T00:00:00Z,5.7809,0,20.0
B01,2019-01-09T00:30:00Z,5.792,0,20.0
B01,2019-01-09T01:00:00Z,5.8027,0,20.0
B01,2019-01-09T01:30:00Z,5.8227,0,20.0
B01,2019-01-09T02:00:00Z,5.7917,0,20.0
B01,2019-01-09T02:30:00Z,5.7661,0,20.0
B01,2019-01-09T03:00:00Z,5.7582,0,20.0
B01,2019-01-09T03:30:00Z,5.7723,0,20.0
B01,2019-01-09T04:00:00Z,5.7507,0,20.0
B01,2019-01-09T04:30:00Z,5.7526,0,20.0
B01,2019-01-09T05:00:00Z,5.7146,0,20.0
B01,2019-01-09T05:30:00Z,5.7274,0,20.0
B01,2019-01-09T06:00:00Z,5.7574,0,20.0
B01,2019-01-09T06:30:00Z,5.742,0,20.0
B01,2019-01-09T07:00:00Z,5.9313,0,20.0
B01,2019-01-09T07:30:00Z,5.875,0,20.0
B01,2019-01-09T08:00:00Z,5.8001,0,20.0
B01,2019-01-09T08:30:00Z,5.7741,0,20.0
B01,2019-01-09T09:00:00Z,5.8104,0,20.0
B01,2019-01-09T09:30:00Z,5.7901,0,20.0
B01,2019-01-09T10:00:00Z,5.8393,0,20.0
B01,2019-01-09T10:30:00Z,5.8282,0,20.0
B01,2019-01-09T11:00:00Z,5.8378,0,20.0
B01,2019-01-09T11:30:00Z,5.6868,0,20.0
B01,2019-01-09T12:00:00Z,5.7862,0,20.0
B01,2019-01-09T12:30:00Z,5.8006,0,20.0
B01,2019-01-09T13:00:00Z,5.7949,0,20.0
B01,2019-01-09T13:30:00Z,5.7994,0,20.0
B01,2019-01-09T14:00:00Z,5.7939,0,20.0
B01,2019-01-09T14:30:00Z,5.7952,0,20.0
B01,2019-01-09T15:00:00Z,5.7828,0,20.0
B01,2019-01-09T15:30:00Z,5.7395,0,20.0
B01,2019-01-09T16:00:00Z,5.6428,0,20.0
B01,2019-01-09T16:30:00Z,5.7841,0,20.0
B01,2019-01-09T17:00:00Z,5.7645,0,20.0
B01,2019-01-09T17:30:00Z,5.9354,0,20.0
B01,2019-01-09T18:00:00Z,5.8803,0,20.0
B01,2019-01-09T18:30:00Z,5.9342,0,20.0
B01,2019-01-09T19:00:00Z,5.6411,0,20.0
B01,2019-01-09T19:30:00Z,5.8519,0,20.0
B01,2019-01-09T20:00:00Z,5.7529,0,20.0
B01,2019-01-09T20:30:00Z,5.6205,0,20.0
B01,2019-01-09T21:00:00Z,5.6409,0,20.0
B01,2019-01-09T21:30:00Z,6.1609,0,20.0
B01,2019-01-09T22:00:00Z,5.7173,0,20.0
B01,2019-01-09T22:30:00Z,5.7,0,20.0
B01,2019-01-09T23:00:00Z,5.6874,0,20.0
B01,2019-01-09T23:30:00Z,5.7406,0,20.0
B01,2019-01-10T00:00:00Z,5.7287,0,20.0
B01,2019-01-10T00:30:00Z,5.7245,0,20.0
B01,2019-01-10T01:00:00Z,5.7093,0,20.0
B01,2019-01-10T01:30:00Z,5.7726,0,20.0
B01,2019-01-10T02:00:00Z,5.7854,0,20.0
B01,2019-01-10T02:30:00Z,5.7712,0,20.0
B01,2019-01-10T03:00:00Z,5.8262,0,20.0
B01,2019-01-10T03:30:00Z,5.7871,0,20.0
B01,2019-01-10T04:00:00Z,5.8073,0,20.0
B01,2019-01-10T04:30:00Z,5.7445,0,20.0
B01,2019-01-10T05:00:00Z,5.6829,0,20.0
B01,2019-01-10T05:30:00Z,5.6737,0,20.0
B01,2019-01-10T06:00:00Z,5.6306,0,20.0
B01,2019-01-10T06:30:00Z,5.6125,0,20.0
B01,2019-01-10T07:00:00Z,5.5941,0,20.0
B01,2019-01-10T07:30:00Z,5.5869,0,20.0
B01,2019-01-10T08:00:00Z,5.5885,0,20.0
B01,2019-01-10T08:30:00Z,5.5886,0,20.0
B01,2019-01-10T09:00:00Z,5.5872,0,20.0
B01,2019-01-10T09:30:00Z,5.585,0,20.0
B01,2019-01-10T10:00:00Z,5.5915,0,20.0
B01,2019-01-10T10:30:00Z,5.5926,0,20.0
B01,2019-01-10T11:00:00Z,5.5897,0,20.0
B01,2019-01-10T11:30:00Z,5.6028,0,20.0
B01,2019-01-10T12:00:00Z,5.5959,0,20.0
B01,2019-01-10T12:30:00Z,5.6073,0,20.0
B01,2019-01-10T13:00:00Z,5.6202,0,20.0
B01,2019-01-10T13:30:00Z,5.6204,0,20.0
B01,2019-01-10T14:00:00Z,5.6554,0,20.0
B01,2019-01-10T14:30:00Z,5.6627,0,20.0
B01,2019-01-10T15:00:00Z,5.6583,0,20.0
B01,2019-01-10T15:30:00Z,5.649,0,20.0
B01,2019-01-10T16:00:00Z,5.6553,0,20.0
B01,2019-01-10T16:30:00Z,5.6412,0,20.0
B01,2019-01-10T17:00:00Z,5.6306,0,20.0
B01,2019-01-10T17:30:00Z,5.6026,0,20.0
B01,2019-01-10T18:00:00Z,5.5521,0,20.0
B01,2019-01-10T18:30:00Z,5.5405,0,20.0
B01,2019-01-10T19:00:00Z,5.526,0,20.0
B01,2019-01-10T19:30:00Z,5.5998,0,20.0
B01,2019-01-10T20:00:00Z,5.54,0,20.0
B01,2019-01-10T20:30:00Z,5.5077,0,20.0
B01,2019-01-10T21:00:00Z,5.6211,0,20.0
B01,2019-01-10T21:30:00Z,5.5044,0,20.0
B01,2019-01-10T22:00:00Z,5.5215,0,20.0
B01,2019-01-10T22:30:00Z,5.4852,0,20.0
B01,2019-01-10T23:00:00Z,5.5434,0,20.0
B01,2019-01-10T23:30:00Z,5.4953,0,20.0
B01,2019-01-11T00:00:00Z,5.5453,0,20.0
B01,2019-01-11T00:30:00Z,5.5557,0,20.0
B01,2019-01-11T01:00:00Z,5.559,0,20.0
