"mri","vessel.reg.no","state.land","port.land","species.itis","landed.weight","live.weight","date.sold","permit","vessel","vtr","date","species"
112,"974944","MA","Chatham",164730,15,15,2019-05-02,"311684","V8","31168419050208",2019-05-02,"RED HAKE"
112,"974944","MA","Chatham",164791,80,80,2019-05-02,"311684","V8","31168419050208",2019-05-02,"SILVER HAKE"
112,"974944","MA","Chatham",172905,280,280,2019-05-02,"311684","V8","31168419050208",2019-05-02,"WINTER FLOUNDER"
112,"974944","MA","Chatham",167687,15,15,2019-05-02,"311684","V8","31168419050208",2019-05-02,"BLACK SEA BASS"
112,"974944","MA","Chatham",169182,50,50,2019-05-02,"311684","V8","31168419050208",2019-05-02,"SCUP"
112,"974944","MA","Chatham",172735,15,15,2019-05-02,"311684","V8","31168419050208",2019-05-02,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",170479,15,15,2019-05-02,"311684","V8","31168419050208",2019-05-02,"TAUTOG"
112,"974944","MA","Chatham",164791,20,20,2019-05-02,"311684","V8","31168419050208",2019-05-02,"SILVER HAKE"
112,"974944","MA","Chatham",564145,180,409,2019-05-02,"311684","V8","31168419050208",2019-05-02,"WINTER SKATE"
112,"974944","MA","Chatham",169182,100,100,2019-05-02,"311684","V8","31168419050208",2019-05-02,"SCUP"
112,"974944","MA","Chatham",172567,5,5,2019-05-02,"311684","V8","31168419050208",2019-05-02,"BUTTERFISH"
112,"974944","MA","Chatham",172735,35,35,2019-05-02,"311684","V8","31168419050208",2019-05-02,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",82372,10,10,2019-05-02,"311684","V8","31168419050208",2019-05-02,"LONGFIN SQUID"
112,"974944","MA","Chatham",167687,10,10,2019-05-02,"311684","V8","31168419050208",2019-05-02,"BLACK SEA BASS"
112,"974944","MA","Chatham",169182,40,40,2019-05-02,"311684","V8","31168419050208",2019-05-02,"SCUP"
112,"974944","MA","Chatham",172905,75,75,2019-05-02,"311684","V8","31168419050208",2019-05-02,"WINTER FLOUNDER"
112,"974944","MA","Chatham",167687,10,10,2019-05-02,"311684","V8","31168419050208",2019-05-02,"BLACK SEA BASS"
112,"974944","MA","Chatham",564130,7000,7000,2019-05-02,"311684","V8","31168419050208",2019-05-02,"LITTLE SKATE"
112,"974944","MA","Chatham",164712,2,2,2019-05-03,"311684","V8","31168419050308",2019-05-03,"ATLANTIC COD"
112,"974944","MA","Chatham",167687,15,15,2019-05-03,"311684","V8","31168419050308",2019-05-03,"BLACK SEA BASS"
112,"974944","MA","Chatham",169182,120,120,2019-05-03,"311684","V8","31168419050308",2019-05-03,"SCUP"
112,"974944","MA","Chatham",169182,60,60,2019-05-03,"311684","V8","31168419050308",2019-05-03,"SCUP"
112,"974944","MA","Chatham",172735,25,25,2019-05-03,"311684","V8","31168419050308",2019-05-03,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",164730,15,15,2019-05-03,"311684","V8","31168419050308",2019-05-03,"RED HAKE"
112,"974944","MA","Chatham",169182,100,100,2019-05-03,"311684","V8","31168419050308",2019-05-03,"SCUP"
112,"974944","MA","Chatham",167687,20,20,2019-05-03,"311684","V8","31168419050308",2019-05-03,"BLACK SEA BASS"
112,"974944","MA","Chatham",169273,1,1,2019-05-03,"311684","V8","31168419050308",2019-05-03,"WHITING"
112,"974944","MA","Chatham",172735,15,15,2019-05-03,"311684","V8","31168419050308",2019-05-03,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",172567,5,5,2019-05-03,"311684","V8","31168419050308",2019-05-03,"BUTTERFISH"
112,"974944","MA","Chatham",172735,10,10,2019-05-03,"311684","V8","31168419050308",2019-05-03,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",172905,60,60,2019-05-03,"311684","V8","31168419050308",2019-05-03,"WINTER FLOUNDER"
112,"974944","MA","Chatham",172905,180,180,2019-05-03,"311684","V8","31168419050308",2019-05-03,"WINTER FLOUNDER"
112,"974944","MA","Chatham",164791,100,100,2019-05-03,"311684","V8","31168419050308",2019-05-03,"SILVER HAKE"
112,"974944","MA","Chatham",82372,2,2,2019-05-03,"311684","V8","31168419050308",2019-05-03,"LONGFIN SQUID"
112,"974944","MA","Chatham",167687,10,10,2019-05-03,"311684","V8","31168419050308",2019-05-03,"BLACK SEA BASS"
112,"974944","MA","Chatham",564145,80,182,2019-05-03,"311684","V8","31168419050308",2019-05-03,"WINTER SKATE"
112,"974944","MA","Chatham",564130,4500,4500,2019-05-03,"311684","V8","31168419050308",2019-05-03,"LITTLE SKATE"
112,"974944","MA","Chatham",170479,12,12,2019-05-04,"311684","V8","31168419050409",2019-05-04,"TAUTOG"
112,"974944","MA","Chatham",564145,115,261,2019-05-04,"311684","V8","31168419050409",2019-05-04,"WINTER SKATE"
112,"974944","MA","Chatham",172567,1,1,2019-05-04,"311684","V8","31168419050409",2019-05-04,"BUTTERFISH"
112,"974944","MA","Chatham",167687,15,15,2019-05-04,"311684","V8","31168419050409",2019-05-04,"BLACK SEA BASS"
112,"974944","MA","Chatham",164791,60,60,2019-05-04,"311684","V8","31168419050409",2019-05-04,"SILVER HAKE"
112,"974944","MA","Chatham",172905,270,270,2019-05-04,"311684","V8","31168419050409",2019-05-04,"WINTER FLOUNDER"
112,"974944","MA","Chatham",172905,110,110,2019-05-04,"311684","V8","31168419050409",2019-05-04,"WINTER FLOUNDER"
112,"974944","MA","Chatham",169182,35,35,2019-05-04,"311684","V8","31168419050409",2019-05-04,"SCUP"
112,"974944","MA","Chatham",167687,15,15,2019-05-04,"311684","V8","31168419050409",2019-05-04,"BLACK SEA BASS"
112,"974944","MA","Chatham",164730,1,1,2019-05-04,"311684","V8","31168419050409",2019-05-04,"RED HAKE"
112,"974944","MA","Chatham",169182,80,80,2019-05-04,"311684","V8","31168419050409",2019-05-04,"SCUP"
112,"974944","MA","Chatham",82372,2,2,2019-05-04,"311684","V8","31168419050409",2019-05-04,"LONGFIN SQUID"
112,"974944","MA","Chatham",169182,130,130,2019-05-04,"311684","V8","31168419050409",2019-05-04,"SCUP"
112,"974944","MA","Chatham",167687,20,20,2019-05-04,"311684","V8","31168419050409",2019-05-04,"BLACK SEA BASS"
112,"974944","MA","Chatham",172735,6,6,2019-05-04,"311684","V8","31168419050409",2019-05-04,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",172735,44,44,2019-05-04,"311684","V8","31168419050409",2019-05-04,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",564130,6500,6500,2019-05-04,"311684","V8","31168419050409",2019-05-04,"LITTLE SKATE"
112,"974944","MA","Chatham",172735,170,170,2019-12-20,"311684","V8","31168419122009",2019-12-20,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",172735,160,160,2019-12-20,"311684","V8","31168419122009",2019-12-20,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",172567,2,2,2019-12-20,"311684","V8","31168419122009",2019-12-20,"BUTTERFISH"
112,"974944","MA","Chatham",82372,4,4,2019-12-20,"311684","V8","31168419122009",2019-12-20,"LONGFIN SQUID"
112,"974944","MA","Chatham",169182,360,360,2019-12-20,"311684","V8","31168419122009",2019-12-20,"SCUP"
112,"974944","MA","Chatham",172905,4,4,2019-12-20,"311684","V8","31168419122009",2019-12-20,"WINTER FLOUNDER"
112,"974944","MA","Chatham",164499,6,20,2019-12-20,"311684","V8","31168419122009",2019-12-20,"GOOSEFISH"
112,"974944","MA","Chatham",164499,20,66,2019-12-20,"311684","V8","31168419122009",2019-12-20,"GOOSEFISH"
112,"974944","MA","Chatham",82372,1,1,2019-12-20,"311684","V8","31168419122009",2019-12-20,"LONGFIN SQUID"
112,"974944","MA","Chatham",172735,250,250,2019-12-20,"311684","V8","31168419122009",2019-12-20,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",169182,10,10,2019-12-20,"311684","V8","31168419122009",2019-12-20,"SCUP"
112,"974944","MA","Chatham",564145,775,1759,2019-12-20,"311684","V8","31168419122009",2019-12-20,"WINTER SKATE"
112,"974944","MA","Chatham",564130,900,900,2019-12-20,"311684","V8","31168419122009",2019-12-20,"LITTLE SKATE"
112,"974944","MA","Chatham",164499,30,100,2019-12-21,"311684","V8","31168419122108",2019-12-21,"GOOSEFISH"
112,"974944","MA","Chatham",172735,200,200,2019-12-21,"311684","V8","31168419122108",2019-12-21,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",564145,1050,2384,2019-12-21,"311684","V8","31168419122108",2019-12-21,"WINTER SKATE"
112,"974944","MA","Chatham",82372,2,2,2019-12-21,"311684","V8","31168419122108",2019-12-21,"LONGFIN SQUID"
112,"974944","MA","Chatham",169182,10,10,2019-12-21,"311684","V8","31168419122108",2019-12-21,"SCUP"
112,"974944","MA","Chatham",172735,440,440,2019-12-21,"311684","V8","31168419122108",2019-12-21,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",172567,4,4,2019-12-21,"311684","V8","31168419122108",2019-12-21,"BUTTERFISH"
112,"974944","MA","Chatham",169182,690,690,2019-12-21,"311684","V8","31168419122108",2019-12-21,"SCUP"
112,"974944","MA","Chatham",164791,2,2,2019-12-21,"311684","V8","31168419122108",2019-12-21,"SILVER HAKE"
112,"974944","MA","Chatham",164730,5,5,2019-12-21,"311684","V8","31168419122108",2019-12-21,"RED HAKE"
112,"974944","MA","Chatham",164499,10,33,2019-12-21,"311684","V8","31168419122108",2019-12-21,"GOOSEFISH"
112,"974944","MA","Chatham",169182,70,70,2019-12-21,"311684","V8","31168419122108",2019-12-21,"SCUP"
112,"974944","MA","Chatham",172735,160,160,2019-12-21,"311684","V8","31168419122108",2019-12-21,"SUMMER FLOUNDER"
112,"974944","MA","Chatham",82372,2,2,2019-12-21,"311684","V8","31168419122108",2019-12-21,"LONGFIN SQUID"
112,"974944","MA","Chatham",564130,1000,1000,2019-12-21,"311684","V8","31168419122108",2019-12-21,"LITTLE SKATE"
112,"974944","MA","Chatham",564130,1500,1500,2019-12-22,"311684","V8","31168419122208",2019-12-22,"LITTLE SKATE"
112,"974944","MA","Chatham",172909,5,5,2020-01-13,"311684","V8","31168420011311",2020-01-13,"YELLOWTAIL FLOUNDER"
112,"974944","MA","Chatham",164791,5,5,2020-01-13,"311684","V8","31168420011311",2020-01-13,"SILVER HAKE"
112,"974944","MA","Chatham",82372,5,5,2020-01-13,"311684","V8","31168420011311",2020-01-13,"LONGFIN SQUID"
112,"974944","MA","Chatham",564145,70,159,2020-01-13,"311684","V8","31168420011311",2020-01-13,"WINTER SKATE"
112,"974944","MA","Chatham",164499,6,20,2020-01-13,"311684","V8","31168420011311",2020-01-13,"GOOSEFISH"
112,"974944","MA","Chatham",172905,110,110,2020-01-13,"311684","V8","31168420011311",2020-01-13,"WINTER FLOUNDER"
112,"974944","MA","Chatham",172905,20,20,2020-01-13,"311684","V8","31168420011311",2020-01-13,"WINTER FLOUNDER"
112,"974944","MA","Chatham",164712,10,12,2020-01-13,"311684","V8","31168420011311",2020-01-13,"ATLANTIC COD"
112,"974944","MA","Chatham",172909,5,5,2020-01-13,"311684","V8","31168420011311",2020-01-13,"YELLOWTAIL FLOUNDER"
112,"974944","MA","Chatham",172735,10,10,2020-01-13,"311684","V8","31168420011311",2020-01-13,"SUMMER FLOUNDER"
616,"399474","ME","Portlane",166774,26,26,2019-06-23,"251598","V7","25159819061923",2019-06-23,"REDFISH"
616,"399474","ME","Portlane",164732,14,19,2019-06-23,"251598","V7","25159819061923",2019-06-23,"WHITE HAKE"
616,"399474","ME","Portlane",164712,28,33,2019-06-23,"251598","V7","25159819061923",2019-06-23,"ATLANTIC COD"
616,"399474","ME","Portlane",164499,31,103,2019-06-23,"251598","V7","25159819061923",2019-06-23,"GOOSEFISH"
616,"399474","ME","Portlane",172877,957,957,2019-06-23,"251598","V7","25159819061923",2019-06-23,"AMERICAN PLAICE"
616,"399474","ME","Portlane",172877,239,239,2019-06-23,"251598","V7","25159819061923",2019-06-23,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164499,200,664,2019-06-23,"251598","V7","25159819061923",2019-06-23,"GOOSEFISH"
616,"399474","ME","Portlane",164499,211,701,2019-06-23,"251598","V7","25159819061923",2019-06-23,"GOOSEFISH"
616,"399474","ME","Portlane",172873,1132,1132,2019-06-23,"251598","V7","25159819061923",2019-06-23,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164744,36,41,2019-06-23,"251598","V7","25159819061923",2019-06-23,"HADDOCK"
616,"399474","ME","Portlane",164712,49,57,2019-06-23,"251598","V7","25159819061923",2019-06-23,"ATLANTIC COD"
616,"399474","ME","Portlane",172877,496,496,2019-06-23,"251598","V7","25159819061923",2019-06-23,"AMERICAN PLAICE"
616,"399474","ME","Portlane",172873,77,77,2019-06-23,"251598","V7","25159819061923",2019-06-23,"WITCH FLOUNDER"
616,"399474","ME","Portlane",172873,6,6,2019-06-23,"251598","V7","25159819061923",2019-06-23,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164744,7,8,2019-06-23,"251598","V7","25159819061923",2019-06-23,"HADDOCK"
616,"399474","ME","Portlane",164732,24,32,2019-06-22,"251598","V7","25159819061923",2019-06-22,"WHITE HAKE"
616,"399474","ME","Portlane",164499,33,110,2019-06-22,"251598","V7","25159819061923",2019-06-22,"GOOSEFISH"
616,"399474","ME","Portlane",164744,103,117,2019-06-22,"251598","V7","25159819061923",2019-06-22,"HADDOCK"
616,"399474","ME","Portlane",164727,4,4,2019-06-22,"251598","V7","25159819061923",2019-06-22,"POLLOCK"
616,"399474","ME","Portlane",172873,33,33,2019-06-22,"251598","V7","25159819061923",2019-06-22,"WITCH FLOUNDER"
616,"399474","ME","Portlane",166774,48,48,2019-06-22,"251598","V7","25159819061923",2019-06-22,"REDFISH"
616,"399474","ME","Portlane",172877,48,48,2019-06-22,"251598","V7","25159819061923",2019-06-22,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164712,31,36,2019-06-22,"251598","V7","25159819061923",2019-06-22,"ATLANTIC COD"
616,"399474","ME","Portlane",172877,449,449,2019-07-01,"251598","V7","25159819062808",2019-07-01,"AMERICAN PLAICE"
616,"399474","ME","Portlane",172877,1015,1015,2019-07-01,"251598","V7","25159819062808",2019-07-01,"AMERICAN PLAICE"
616,"399474","ME","Portlane",172909,1,1,2019-07-01,"251598","V7","25159819062808",2019-07-01,"YELLOWTAIL FLOUNDER"
616,"399474","ME","Portlane",172873,60,60,2019-07-01,"251598","V7","25159819062808",2019-07-01,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164712,127,149,2019-07-01,"251598","V7","25159819062808",2019-07-01,"ATLANTIC COD"
616,"399474","ME","Portlane",164732,3,3,2019-07-01,"251598","V7","25159819062808",2019-07-01,"WHITE HAKE"
616,"399474","ME","Portlane",164744,504,575,2019-07-01,"251598","V7","25159819062808",2019-07-01,"HADDOCK"
616,"399474","ME","Portlane",164744,23,26,2019-07-01,"251598","V7","25159819062808",2019-07-01,"HADDOCK"
616,"399474","ME","Portlane",164712,94,110,2019-07-01,"251598","V7","25159819062808",2019-07-01,"ATLANTIC COD"
616,"399474","ME","Portlane",172873,967,967,2019-07-01,"251598","V7","25159819062808",2019-07-01,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164499,144,478,2019-07-01,"251598","V7","25159819062808",2019-07-01,"GOOSEFISH"
616,"399474","ME","Portlane",166774,671,671,2019-07-01,"251598","V7","25159819062808",2019-07-01,"REDFISH"
616,"399474","ME","Portlane",164499,208,691,2019-07-01,"251598","V7","25159819062808",2019-07-01,"GOOSEFISH"
616,"399474","ME","Portlane",172877,175,175,2019-07-01,"251598","V7","25159819062808",2019-07-01,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164744,33,38,2019-07-01,"251598","V7","25159819062808",2019-07-01,"HADDOCK"
616,"399474","ME","Portlane",164732,33,44,2019-07-01,"251598","V7","25159819062808",2019-07-01,"WHITE HAKE"
616,"399474","ME","Portlane",164732,16,21,2019-07-01,"251598","V7","25159819062808",2019-07-01,"WHITE HAKE"
616,"399474","ME","Portlane",164732,30,40,2019-06-30,"251598","V7","25159819062808",2019-06-30,"WHITE HAKE"
616,"399474","ME","Portlane",172933,38,44,2019-06-30,"251598","V7","25159819062808",2019-06-30,"ATLANTIC HALIBUT"
616,"399474","ME","Portlane",164744,143,163,2019-06-30,"251598","V7","25159819062808",2019-06-30,"HADDOCK"
616,"399474","ME","Portlane",164499,52,173,2019-06-30,"251598","V7","25159819062808",2019-06-30,"GOOSEFISH"
616,"399474","ME","Portlane",166774,47,47,2019-06-30,"251598","V7","25159819062808",2019-06-30,"REDFISH"
616,"399474","ME","Portlane",164727,25,28,2019-06-30,"251598","V7","25159819062808",2019-06-30,"POLLOCK"
616,"399474","ME","Portlane",164712,61,71,2019-06-30,"251598","V7","25159819062808",2019-06-30,"ATLANTIC COD"
616,"399474","ME","Portlane",172877,53,53,2019-06-30,"251598","V7","25159819062808",2019-06-30,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164744,32,36,2019-07-07,"251598","V7","25159819070400",2019-07-07,"HADDOCK"
616,"399474","ME","Portlane",164732,51,68,2019-07-07,"251598","V7","25159819070400",2019-07-07,"WHITE HAKE"
616,"399474","ME","Portlane",172877,245,245,2019-07-07,"251598","V7","25159819070400",2019-07-07,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164712,123,144,2019-07-07,"251598","V7","25159819070400",2019-07-07,"ATLANTIC COD"
616,"399474","ME","Portlane",166774,328,328,2019-07-07,"251598","V7","25159819070400",2019-07-07,"REDFISH"
616,"399474","ME","Portlane",164744,1113,1269,2019-07-07,"251598","V7","25159819070400",2019-07-07,"HADDOCK"
616,"399474","ME","Portlane",172873,29,29,2019-07-07,"251598","V7","25159819070400",2019-07-07,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164744,60,68,2019-07-07,"251598","V7","25159819070400",2019-07-07,"HADDOCK"
616,"399474","ME","Portlane",164499,49,163,2019-07-07,"251598","V7","25159819070400",2019-07-07,"GOOSEFISH"
616,"399474","ME","Portlane",172877,147,147,2019-07-07,"251598","V7","25159819070400",2019-07-07,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164732,6,7,2019-07-07,"251598","V7","25159819070400",2019-07-07,"WHITE HAKE"
616,"399474","ME","Portlane",164499,136,452,2019-07-07,"251598","V7","25159819070400",2019-07-07,"GOOSEFISH"
616,"399474","ME","Portlane",164732,8,11,2019-07-07,"251598","V7","25159819070400",2019-07-07,"WHITE HAKE"
616,"399474","ME","Portlane",164712,75,88,2019-07-07,"251598","V7","25159819070400",2019-07-07,"ATLANTIC COD"
616,"399474","ME","Portlane",172873,740,740,2019-07-07,"251598","V7","25159819070400",2019-07-07,"WITCH FLOUNDER"
616,"399474","ME","Portlane",172877,818,818,2019-07-07,"251598","V7","25159819070400",2019-07-07,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164744,130,148,2019-07-06,"251598","V7","25159819070400",2019-07-06,"HADDOCK"
616,"399474","ME","Portlane",164712,56,66,2019-07-06,"251598","V7","25159819070400",2019-07-06,"ATLANTIC COD"
616,"399474","ME","Portlane",172877,30,30,2019-07-06,"251598","V7","25159819070400",2019-07-06,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164727,16,16,2019-07-06,"251598","V7","25159819070400",2019-07-06,"POLLOCK"
616,"399474","ME","Portlane",166774,47,47,2019-07-06,"251598","V7","25159819070400",2019-07-06,"REDFISH"
616,"399474","ME","Portlane",164499,92,305,2019-07-06,"251598","V7","25159819070400",2019-07-06,"GOOSEFISH"
616,"399474","ME","Portlane",164732,42,56,2019-07-06,"251598","V7","25159819070400",2019-07-06,"WHITE HAKE"
616,"399474","ME","Portlane",172877,129,129,2019-07-11,"251598","V7","25159819070809",2019-07-11,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164712,21,25,2019-07-11,"251598","V7","25159819070809",2019-07-11,"ATLANTIC COD"
616,"399474","ME","Portlane",164732,51,68,2019-07-11,"251598","V7","25159819070809",2019-07-11,"WHITE HAKE"
616,"399474","ME","Portlane",172877,627,627,2019-07-11,"251598","V7","25159819070809",2019-07-11,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164499,168,558,2019-07-11,"251598","V7","25159819070809",2019-07-11,"GOOSEFISH"
616,"399474","ME","Portlane",164727,5,6,2019-07-11,"251598","V7","25159819070809",2019-07-11,"POLLOCK"
616,"399474","ME","Portlane",172873,61,61,2019-07-11,"251598","V7","25159819070809",2019-07-11,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164499,173,574,2019-07-11,"251598","V7","25159819070809",2019-07-11,"GOOSEFISH"
616,"399474","ME","Portlane",164744,17,19,2019-07-11,"251598","V7","25159819070809",2019-07-11,"HADDOCK"
616,"399474","ME","Portlane",164727,16,18,2019-07-11,"251598","V7","25159819070809",2019-07-11,"POLLOCK"
616,"399474","ME","Portlane",172873,1106,1106,2019-07-11,"251598","V7","25159819070809",2019-07-11,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164744,4,5,2019-07-11,"251598","V7","25159819070809",2019-07-11,"HADDOCK"
616,"399474","ME","Portlane",164712,70,82,2019-07-11,"251598","V7","25159819070809",2019-07-11,"ATLANTIC COD"
616,"399474","ME","Portlane",164744,239,272,2019-07-11,"251598","V7","25159819070809",2019-07-11,"HADDOCK"
616,"399474","ME","Portlane",164727,7,8,2019-07-11,"251598","V7","25159819070809",2019-07-11,"POLLOCK"
616,"399474","ME","Portlane",166774,55,55,2019-07-11,"251598","V7","25159819070809",2019-07-11,"REDFISH"
616,"399474","ME","Portlane",172877,207,207,2019-07-11,"251598","V7","25159819070809",2019-07-11,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164732,24,27,2019-07-11,"251598","V7","25159819070809",2019-07-11,"WHITE HAKE"
616,"399474","ME","Portlane",164732,79,106,2019-07-11,"251598","V7","25159819070809",2019-07-11,"WHITE HAKE"
616,"399474","ME","Portlane",164732,69,92,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WHITE HAKE"
616,"399474","ME","Portlane",164499,285,946,2019-07-17,"251598","V7","25159819071322",2019-07-17,"GOOSEFISH"
616,"399474","ME","Portlane",164499,121,402,2019-07-17,"251598","V7","25159819071322",2019-07-17,"GOOSEFISH"
616,"399474","ME","Portlane",172873,3086,3086,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164732,80,107,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WHITE HAKE"
616,"399474","ME","Portlane",164744,156,178,2019-07-17,"251598","V7","25159819071322",2019-07-17,"HADDOCK"
616,"399474","ME","Portlane",164732,38,51,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WHITE HAKE"
616,"399474","ME","Portlane",172877,320,320,2019-07-17,"251598","V7","25159819071322",2019-07-17,"AMERICAN PLAICE"
616,"399474","ME","Portlane",172873,166,166,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164712,159,186,2019-07-17,"251598","V7","25159819071322",2019-07-17,"ATLANTIC COD"
616,"399474","ME","Portlane",172877,228,228,2019-07-17,"251598","V7","25159819071322",2019-07-17,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164712,96,112,2019-07-17,"251598","V7","25159819071322",2019-07-17,"ATLANTIC COD"
616,"399474","ME","Portlane",172873,4,4,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164732,15,17,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WHITE HAKE"
616,"399474","ME","Portlane",172877,509,509,2019-07-17,"251598","V7","25159819071322",2019-07-17,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164744,7,8,2019-07-17,"251598","V7","25159819071322",2019-07-17,"HADDOCK"
616,"399474","ME","Portlane",164727,31,35,2019-07-17,"251598","V7","25159819071322",2019-07-17,"POLLOCK"
616,"399474","ME","Portlane",164712,27,32,2019-07-17,"251598","V7","25159819071322",2019-07-17,"ATLANTIC COD"
616,"399474","ME","Portlane",164732,42,56,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WHITE HAKE"
616,"399474","ME","Portlane",172873,26,26,2019-07-17,"251598","V7","25159819071322",2019-07-17,"WITCH FLOUNDER"
616,"399474","ME","Portlane",172877,38,38,2019-07-17,"251598","V7","25159819071322",2019-07-17,"AMERICAN PLAICE"
616,"399474","ME","Portlane",166774,31,31,2019-07-17,"251598","V7","25159819071322",2019-07-17,"REDFISH"
616,"399474","ME","Portlane",164499,105,349,2019-07-17,"251598","V7","25159819071322",2019-07-17,"GOOSEFISH"
616,"399474","ME","Portlane",164744,96,109,2019-07-17,"251598","V7","25159819071322",2019-07-17,"HADDOCK"
616,"399474","ME","Portlane",164727,10,11,2019-07-21,"251598","V7","25159819071808",2019-07-21,"POLLOCK"
616,"399474","ME","Portlane",164732,114,153,2019-07-21,"251598","V7","25159819071808",2019-07-21,"WHITE HAKE"
616,"399474","ME","Portlane",164499,238,790,2019-07-21,"251598","V7","25159819071808",2019-07-21,"GOOSEFISH"
616,"399474","ME","Portlane",172873,130,130,2019-07-21,"251598","V7","25159819071808",2019-07-21,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164732,66,88,2019-07-21,"251598","V7","25159819071808",2019-07-21,"WHITE HAKE"
616,"399474","ME","Portlane",164499,129,428,2019-07-21,"251598","V7","25159819071808",2019-07-21,"GOOSEFISH"
616,"399474","ME","Portlane",172873,1990,1990,2019-07-21,"251598","V7","25159819071808",2019-07-21,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164744,3,3,2019-07-21,"251598","V7","25159819071808",2019-07-21,"HADDOCK"
616,"399474","ME","Portlane",172873,8,8,2019-07-21,"251598","V7","25159819071808",2019-07-21,"WITCH FLOUNDER"
616,"399474","ME","Portlane",164744,19,22,2019-07-21,"251598","V7","25159819071808",2019-07-21,"HADDOCK"
616,"399474","ME","Portlane",166774,31,31,2019-07-21,"251598","V7","25159819071808",2019-07-21,"REDFISH"
616,"399474","ME","Portlane",172877,446,446,2019-07-21,"251598","V7","25159819071808",2019-07-21,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164732,50,57,2019-07-21,"251598","V7","25159819071808",2019-07-21,"WHITE HAKE"
616,"399474","ME","Portlane",164727,10,11,2019-07-21,"251598","V7","25159819071808",2019-07-21,"POLLOCK"
616,"399474","ME","Portlane",164732,13,17,2019-07-21,"251598","V7","25159819071808",2019-07-21,"WHITE HAKE"
616,"399474","ME","Portlane",164712,88,103,2019-07-21,"251598","V7","25159819071808",2019-07-21,"ATLANTIC COD"
616,"399474","ME","Portlane",164712,163,191,2019-07-21,"251598","V7","25159819071808",2019-07-21,"ATLANTIC COD"
616,"399474","ME","Portlane",164744,218,249,2019-07-21,"251598","V7","25159819071808",2019-07-21,"HADDOCK"
616,"399474","ME","Portlane",172877,171,171,2019-07-21,"251598","V7","25159819071808",2019-07-21,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164712,3,4,2019-07-21,"251598","V7","25159819071808",2019-07-21,"ATLANTIC COD"
616,"399474","ME","Portlane",172877,245,245,2019-07-21,"251598","V7","25159819071808",2019-07-21,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164727,21,24,2019-07-21,"251598","V7","25159819071808",2019-07-21,"POLLOCK"
616,"399474","ME","Portlane",172877,71,71,2019-07-20,"251598","V7","25159819071808",2019-07-20,"AMERICAN PLAICE"
616,"399474","ME","Portlane",164732,19,25,2019-07-20,"251598","V7","25159819071808",2019-07-20,"WHITE HAKE"
616,"399474","ME","Portlane",164744,61,70,2019-07-20,"251598","V7","25159819071808",2019-07-20,"HADDOCK"
616,"399474","ME","Portlane",166774,39,39,2019-07-20,"251598","V7","25159819071808",2019-07-20,"REDFISH"
